,0,1
689,summary dish,3.5
690,market researchers,3.5
691,vanguards retail,3.5
692,building descriptive,3.5
693,strategic goals,3.5
694,fraud patterns,3.5
695,taking initiatives,3.5
696,computational approaches,3.5
697,effective relationships,3.5
698,actionable manner,3.5
699,analytical problem,3.466666666666667
700,predictive modeling,3.4333333333333336
701,statistical modeling,3.4333333333333336
702,mining strong,3.35
703,logistic regression,3.333333333333333
704,investors meeting,3.333333333333333
705,messiest problems,3.333333333333333
706,cai hosts,3.333333333333333
707,deep learning,3.333333333333333
708,consumer behavior,3.333333333333333
709,solving problems,3.333333333333333
710,mining/predictive,3.2
711,enterprise center,3.2
712,quantitative/analytical,3.1333333333333333
713,implement predictive,3.1
714,statistical methodology,3.1
715,advanced modeling,3.083333333333333
716,customer profiling,3.0
717,solve complex,3.0
718,clustering sql,2.75
719,non-,2.5
720,good,2.0
721,modeling,1.8333333333333333
722,analytical,1.8
723,strong,1.75
724,decisions,1.75
725,large,1.75
726,driven,1.6666666666666667
727,sas,1.6666666666666667
728,provide,1.6666666666666667
729,problem,1.6666666666666667
730,cloud,1.6666666666666667
731,complex,1.6666666666666667
732,statistical,1.6
733,predictive,1.6
734,mining,1.6
735,marketing,1.6
736,taking,1.5
737,dish,1.5
738,profiling,1.5
739,customer-,1.5
740,implement,1.5
741,goals,1.5
742,approaches,1.5
743,actionable,1.5
744,market,1.5
745,vanguards,1.5
746,building,1.5
747,relationships,1.5
748,patterns,1.5
749,clustering,1.5
750,methodology,1.5
751,cai,1.3333333333333333
752,investors,1.3333333333333333
753,solve,1.3333333333333333
754,deep,1.3333333333333333
755,behavior,1.3333333333333333
756,problems,1.3333333333333333
757,regression,1.3333333333333333
758,quantitative,1.3333333333333333
759,sql,1.25
760,advanced,1.25
761,center,1.2
762,fortune 200,1.0
763,$15 billion,1.0
764,continues,1.0
765,redefine,1.0
766,communications,1.0
767,legacy,1.0
768,willingness,1.0
769,challenge,1.0
770,quo,1.0
771,reinventing,1.0
772,disrupted,1.0
773,launch,1.0
774,largest,1.0
775,corporations,1.0
776,grew,1.0
777,consumers,1.0
778,upending,1.0
779,wireless,1.0
780,unseating,1.0
781,curiosity,1.0
782,pride,1.0
783,adventure,1.0
784,win,1.0
785,dna,1.0
786,intelligence,1.0
787,overwhelming,1.0
788,embark,1.0
789,chapter,1.0
790,story,1.0
791,primary,1.0
792,fall,1.0
793,categories,1.0
794,assessment,1.0
795,sets,1.0
796,algorithms,1.0
797,segmentation,1.0
798,forecasting,1.0
799,optimization,1.0
800,potential,1.0
801,measurement,1.0
802,selects,1.0
803,affinity,1.0
804,programs,1.0
805,bachelor,1.0
806,four-,1.0
807,college,1.0
808,database,1.0
809,oracle,1.0
810,teradata,1.0
811,forty,1.0
812,vanguard,1.0
813,special,1.0
814,change,1.0
815,invests,1.0
816,belief,1.0
817,stand,1.0
818,dedicated,1.0
819,difficult,1.0
820,cais,1.0
821,hub,1.0
822,enable,1.0
823,entire,1.0
824,continuously,1.0
825,capabilities,1.0
826,youll,1.0
827,engagements,1.0
828,efforts,1.0
829,deepen,1.0
830,holistic,1.0
831,leaders,1.0
832,consulting,1.0
833,ongoing,1.0
834,resources,1.0
835,constraints,1.0
836,coach,1.0
837,mentor,1.0
838,excel,1.0
839,advance,1.0
840,transform,1.0
841,analysts,1.0
842,consultants,1.0
843,closely,1.0
844,partner,1.0
845,institutional,1.0
846,intermediary,1.0
847,transformation,1.0
848,expected,1.0
849,innovate,1.0
850,establish,1.0
851,specifically,1.0
852,formulate,1.0
853,obtain,1.0
854,investigate,1.0
855,curate,1.0
856,give,1.0
857,chance,1.0
858,preferences,1.0
859,diagnosing,1.0
860,targeting,1.0
861,measuring,1.0
862,impact,1.0
863,partners,1.0
864,seek,1.0
865,guidance,1.0
866,interpretation,1.0
867,implications,1.0
868,graduate,1.0
869,mathematics,1.0
870,statistics,1.0
871,economics,1.0
872,operations,1.0
873,phd,1.0
874,cnn,1.0
875,rnn,1.0
876,lstm,1.0
877,svm,1.0
878,gbm,1.0
879,demonstrated,1.0
880,generating,1.0
881,managing,1.0
882,formulating,1.0
883,extracting,1.0
884,cleansing,1.0
885,diverse,1.0
886,prescriptive,1.0
887,deploying,1.0
888,premise,1.0
889,impacts,1.0
890,multiple,1.0
891,superior,1.0
892,visualization,1.0
893,storytelling,1.0
894,python,1.0
895,spark,1.0
896,scala,1.0
897,pyspark,1.0
898,d3,1.0
899,js,1.0
900,tableau,1.0
901,legitimate,1.0
902,leveraging,1.0
903,rules,1.0
904,real-,1.0
905,succeed,1.0
906,demonstrate,1.0
907,leverage,1.0
908,discover,1.0
909,operational,1.0
910,passionate,1.0
911,fraudulent,1.0
912,eventually,1.0
913,newly,1.0
914,determine,1.0
915,actions,1.0
916,combat,1.0
917,capable,1.0
918,identifying,1.0
919,experiences,1.0
920,warehouse,1.0
921,prevention,1.0
922,familiarity,1.0
923,aws,1.0
924,breeders,1.0
925,imagery,1.0
926,address,1.0
927,questions,1.0
928,quantify,1.0
929,genotype,1.0
930,partnerships,1.0
931,quantifications,1.0
932,climatology,1.0
933,fields,1.0
934,judgement,1.0
935,independently,1.0
936,desired,1.0
937,phases,1.0
938,stress,1.0
939,geospatial,1.0
940,virtualization,1.0
941,proven,1.0
942,clear,1.0
943,precise,1.0
944,topics,1.0
945,architect,1.0
946,engineer,1.0
947,warehousing,1.0
948,erp,1.0
949,/,0.0
950,&,0.0
951,providing best-in-class,16.0
952,linear/non-linear/integer,12.5
953,agronomy/plant sciences,9.0
954,requires self-motivated,9.0
955,good decision-making,6.75
956,provide data-driven,5.6
957,generalized linear,5.0
958,decision trees,4.25
959,making decisions,4.25
960,decision tree,4.25
961,data-driven,4.1
962,annual revenue,4.0
963,pay-tv,4.0
964,mid-90s,4.0
965,watch television,4.0
966,sights set,4.0
967,boundless energy,4.0
968,campaign strategy,4.0
969,campaign test,4.0
970,post-campaign,4.0
971,neural nets,4.0
972,similar platforms,4.0
973,removing obstacles,4.0
974,maturity curve,4.0
975,guide junior,4.0
976,recently established,4.0
977,highly talented,4.0
978,cross-disciplinary,4.0
979,dynamic environment,4.0
980,international businesses,4.0
981,execute challenging,4.0
982,thought leader,4.0
983,cutting edge,4.0
984,investment success,4.0
985,channel usage,4.0
986,servicing initiatives,4.0
987,careers overview,4.0
988,machine learning,4.0
989,relevant scientific,4.0
990,relevant professional,4.0
991,cart/chaid,4.0
992,random forests,4.0
993,time-series,4.0
994,fighting fraud,4.0
995,loss rates,4.0
996,fraud detection,4.0
997,fraud attacks,4.0
998,ambiguous situations,4.0
999,neural networks,4.0
1000,simulate interactions,4.0
1001,geo-informatics,4.0
1002,rapidly learn,4.0
1003,remote sensing,4.0
1004,combining existing,4.0
1005,solution architects,4.0
1006,lockheed martin,4.0
1007,entrepreneurial spirit,4.0
1008,ft worth,4.0
1009,simulation experiments,4.0
1010,sap hana,4.0
1011,project management,4.0
1012,point estimation,4.0
1013,probability distributions,4.0
1014,hypothesis tests,4.0
1015,neural network,4.0
1016,model selection,4.0
1017,square error,4.0
1018,varying levels,4.0
1019,high-volume,4.0
1020,high-dimensionality,4.0
1021,front end,4.0
1022,effectively communicated,4.0
1023,/affirmative action,4.0
1024,toughest challenges,4.0
1025,simulation modeling,3.833333333333333
1026,modeling crop,3.833333333333333
1027,tackle complex,3.75
1028,strategic decisions,3.75
1029,servicing decisions,3.75
1030,manipulating large,3.75
1031,large pool,3.75
1032,large volumes,3.75
1033,analyzing complex,3.75
1034,innovative analytical,3.666666666666667
1035,cloud computing,3.666666666666667
1036,efficient algorithms,3.666666666666667
1037,marketing reports,3.6
1038,mining methodologies,3.6
1039,supporting marketing,3.6
1040,marketing treatments,3.6
1041,strong background,3.571428571428571
1042,summary dish,3.5
1043,deliver comprehensive,3.5
1044,market researchers,3.5
1045,vanguards retail,3.5
1046,building descriptive,3.5
1047,strategic goals,3.5
1048,fraud patterns,3.5
1049,taking initiatives,3.5
1050,statistical programing,3.5
1051,sas/base,3.5
1052,sas/stats,3.5
1053,computational approaches,3.5
1054,problem domains,3.5
1055,sql description,3.5
1056,wider consumption,3.5
1057,cognitive capabilities,3.5
1058,artificial intelligence,3.5
1059,logistic regression,3.333333333333333
1060,investors meeting,3.333333333333333
1061,messiest problems,3.333333333333333
1062,cai hosts,3.333333333333333
1063,deep learning,3.333333333333333
1064,consumer behavior,3.333333333333333
1065,solving problems,3.333333333333333
1066,applied math,3.333333333333333
1067,statistical modeling,3.333333333333333
1068,actionable manner,3.333333333333333
1069,mathematical optimization,3.333333333333333
1070,predictive modeling,3.261904761904762
1071,strong analytical,3.238095238095238
1072,strong relationships,3.238095238095238
1073,enterprise center,3.2
1074,mining strong,3.1714285714285717
1075,analytical problem,3.166666666666667
1076,effective relationships,3.166666666666667
1077,precision demonstrated,3.142857142857143
1078,solve complex,3.083333333333333
1079,advanced modeling,3.033333333333333
1080,mining/predictive,3.0285714285714285
1081,customer profiling,3.0
1082,clustering sql,3.0
1083,quantitative/analytical,3.0
1084,statistical methodology,3.0
1085,implement predictive,2.928571428571429
1086,non-,2.5
1087,good,2.0
1088,modeling,1.8333333333333333
1089,complex,1.75
1090,decisions,1.75
1091,large,1.75
1092,algorithms,1.6666666666666667
1093,analytical,1.6666666666666667
1094,cloud,1.6666666666666667
1095,relationships,1.6666666666666667
1096,driven,1.6
1097,mining,1.6
1098,marketing,1.6
1099,strong,1.5714285714285714
1100,taking,1.5
1101,intelligence,1.5
1102,dish,1.5
1103,sas,1.5
1104,sql,1.5
1105,profiling,1.5
1106,statistical,1.5
1107,provide,1.5
1108,customer-,1.5
1109,implement,1.5
1110,goals,1.5
1111,approaches,1.5
1112,capabilities,1.5
1113,market,1.5
1114,vanguards,1.5
1115,problem,1.5
1116,building,1.5
1117,patterns,1.5
1118,clustering,1.5
1119,methodology,1.5
1120,deliver,1.5
1121,consumption,1.5
1122,effective,1.5
1123,predictive,1.4285714285714286
1124,optimization,1.3333333333333333
1125,cai,1.3333333333333333
1126,investors,1.3333333333333333
1127,solve,1.3333333333333333
1128,deep,1.3333333333333333
1129,actionable,1.3333333333333333
1130,behavior,1.3333333333333333
1131,problems,1.3333333333333333
1132,regression,1.3333333333333333
1133,quantitative,1.3333333333333333
1134,applied,1.3333333333333333
1135,center,1.2
1136,advanced,1.2
1137,demonstrated,1.1428571428571428
1138,fortune 200,1.0
1139,$15 billion,1.0
1140,continues,1.0
1141,redefine,1.0
1142,communications,1.0
1143,legacy,1.0
1144,willingness,1.0
1145,challenge,1.0
1146,quo,1.0
1147,reinventing,1.0
1148,disrupted,1.0
1149,launch,1.0
1150,largest,1.0
1151,corporations,1.0
1152,grew,1.0
1153,consumers,1.0
1154,upending,1.0
1155,wireless,1.0
1156,unseating,1.0
1157,curiosity,1.0
1158,pride,1.0
1159,adventure,1.0
1160,win,1.0
1161,dna,1.0
1162,overwhelming,1.0
1163,embark,1.0
1164,chapter,1.0
1165,story,1.0
1166,primary,1.0
1167,fall,1.0
1168,categories,1.0
1169,assessment,1.0
1170,sets,1.0
1171,segmentation,1.0
1172,forecasting,1.0
1173,potential,1.0
1174,measurement,1.0
1175,selects,1.0
1176,affinity,1.0
1177,programs,1.0
1178,bachelor,1.0
1179,four-,1.0
1180,college,1.0
1181,database,1.0
1182,oracle,1.0
1183,teradata,1.0
1184,forty,1.0
1185,vanguard,1.0
1186,special,1.0
1187,change,1.0
1188,invests,1.0
1189,belief,1.0
1190,stand,1.0
1191,dedicated,1.0
1192,difficult,1.0
1193,cais,1.0
1194,hub,1.0
1195,enable,1.0
1196,entire,1.0
1197,continuously,1.0
1198,youll,1.0
1199,engagements,1.0
1200,efforts,1.0
1201,deepen,1.0
1202,holistic,1.0
1203,leaders,1.0
1204,consulting,1.0
1205,ongoing,1.0
1206,resources,1.0
1207,constraints,1.0
1208,coach,1.0
1209,mentor,1.0
1210,excel,1.0
1211,advance,1.0
1212,transform,1.0
1213,analysts,1.0
1214,consultants,1.0
1215,closely,1.0
1216,partner,1.0
1217,institutional,1.0
1218,intermediary,1.0
1219,transformation,1.0
1220,expected,1.0
1221,innovate,1.0
1222,establish,1.0
1223,specifically,1.0
1224,formulate,1.0
1225,obtain,1.0
1226,investigate,1.0
1227,curate,1.0
1228,give,1.0
1229,chance,1.0
1230,preferences,1.0
1231,diagnosing,1.0
1232,targeting,1.0
1233,measuring,1.0
1234,impact,1.0
1235,partners,1.0
1236,seek,1.0
1237,guidance,1.0
1238,interpretation,1.0
1239,implications,1.0
1240,graduate,1.0
1241,mathematics,1.0
1242,statistics,1.0
1243,economics,1.0
1244,operations,1.0
1245,phd,1.0
1246,cnn,1.0
1247,rnn,1.0
1248,lstm,1.0
1249,svm,1.0
1250,gbm,1.0
1251,generating,1.0
1252,managing,1.0
1253,formulating,1.0
1254,extracting,1.0
1255,cleansing,1.0
1256,diverse,1.0
1257,prescriptive,1.0
1258,deploying,1.0
1259,premise,1.0
1260,impacts,1.0
